2 15.70537 19.65670 15.07547 17.05967
3 16.00099 19.79783 14.86681 15.71835
4 16.25465 21.35201 14.58762 15.26027
5 16.59031 22.03893 16.20278 17.37863
6 15.16774 18.32701 17.09276 17.75865
